paper,question,answer,reference_figure,reference_figure_caption,generated_answer
1811.08257v1,Which operation has the lowest online time?,ReLU,1811.08257v1-Table3-1.png,Benchmarks for ReLU and Max Pooling.,The proposed method compared to state-based and delta-based methods.
1805.00912v4,Which model has the lowest memory consumption and time cost on synthetic data?,MTSA,1805.00912v4-Figure1-1.png,"(a) Memory consumption and (b) time cost vs. sequence length on synthetic data; (c) memory load (x-axis), inference time on dev set (y-axis) and test accuracy on the SNLI dataset.",GB-KMV
1805.00912v4,"Which model has the highest test accuracy on the SNLI dataset, and how does its training time per epoch compare to the MTSA model?","The model with the highest test accuracy is MTSA, with an accuracy of 86.3%. Its training time per epoch is 180s, which is faster than the training time of several other models with lower accuracy, such as Bi-LSTM (854s), Bi-GRU (850s), and DiSA (390s).",1805.00912v4-Table1-1.png,Table 1: Experimental results for different methods with comparative parameter number on SNLI. |θ|: the number of parameters (excluding word embedding part); Time/Epoch: averaged training time per epoch with batch size 128; Inf. Time: averaged dev inference time with batch size 128; Memory: memory load on synthetic data of sequence length 64 and batch size 64 with back-propagation considered; Train Acc. and Test Acc.: the accuracies on training/test sets. All state-of-the-art methods in leaderboard are listed in Table 1&2 up to Sep. 2018.,The Transfer + MTSA model performed best on the SNLI test set with an accuracy of 86.9%.
1805.00912v4,Which model performed best on the SNLI test set?,The Transfer + MTSA model performed best on the SNLI test set with an accuracy of 86.9%.,1805.00912v4-Table2-1.png,"Experimental results on sentence-encoding based SNLI and MultiNLI benchmark tasks. “Transfer” denotes pretrained language model on large corpus for transfer learning, which detailed by Radford et al. (2018). References: a(Nie and Bansal, 2017), b(Chen et al., 2018), c(Talman et al., 2018).","The model with the highest test accuracy is MTSA, with an accuracy of 86.3%. Its training time per epoch is 180s, which is faster than the training time of several other models with lower accuracy, such as Bi-LSTM (854s), Bi-GRU (850s), and DiSA (390s)."
1805.00912v4,"Based on the table, how does MTSA compare to the Bi-LSTM and Multi-CNN baselines in terms of performance and training time?","MTSA outperforms both Bi-LSTM and Multi-CNN baselines across all evaluation metrics (P, R, F1, and Comp.) on all three test sets (Development, WSJ Test, and Brown Test). While MTSA achieves the highest scores, its training time is comparable to Multi-head and Multi-CNN, and significantly faster than Bi-LSTM.",1805.00912v4-Table4-1.png,"Table 4: Experimental Results of SRL for single models on CoNLL-05 with gold predicates. ∗Multi-head baseline is equivalent to the model in Tan et al. (2017). For fair comparisons, first, we use the hyper-parameters provided by Tan et al. (2017) instead of tuning them; second, all listed models are independent of external linguistics information, e.g., PoS, dependency parsing.","The model with the highest test accuracy is MTSA, with an accuracy of 86.3%. Its training time per epoch is 180s, which is faster than the training time of several other models with lower accuracy, such as Bi-LSTM (854s), Bi-GRU (850s), and DiSA (390s)."
1805.00912v4,What is the purpose of the positional mask in the TSA mechanism?,"The positional mask is used to provide information about the relative position of tokens in the input sequence. This information is used to compute the attention weights, which determine how much each token attends to each other token.",1805.00912v4-Figure2-1.png,Tensorized self-attention (TSA) Mechanism.,The Cholesky Block is used to distinguish abnormal patterns from normal patterns.
1705.07384v2,Which policy learning method achieved the lowest regret in Ex. 2?,"The DR-SVM method achieved the lowest regret in Ex. 2, with a regret of 0.18.",1705.07384v2-Figure2-1.png,Policy learning results in Ex. 2; numbers denote regret,"For CAT2 queries, the learned policy shows a slight improvement in relevance (NCG) for the weighted set and a significant reduction in index blocks accessed for both weighted and unweighted sets."
1705.09296v2,"Which year is most associated with the terms ""sept"", ""hijackers"", and ""attacks""?",2001,1705.09296v2-Figure3-1.png,Figure 3: Learned embeddings of year-ofpublication (treated as a covariate) from combined model of news articles about immigration.,The most network-related reboots occurred between 18:00 and 20:00.
1705.09296v2,Which node in the generative model represents the latent variable?,The node labeled η represents the latent variable.,1705.09296v2-Figure1-1.png,Figure 1a presents the generative story of our model. Figure 1b illustrates the inference network using the reparametrization trick to perform variational inference on our model. Shaded nodes are observed; double circles indicate deterministic transformations of parent nodes.,The attribute vector $z$ provides additional information about the desired attributes of the generated high-resolution face image $\hat{X}$. This information is used by the generator networks $G_{X \to Y}$ and $G_{Y \to X}$ to generate images that are more consistent with the desired attributes.
1705.09296v2,"Which model achieves the best NPMI scores (both internal and external) in the unsupervised setting, and what trade-off does this model exhibit compared to other models?","The Scholar + w.v. model achieves the best NPMI scores (both internal and external) in the unsupervised setting. However, this model also has the highest number of people parameters, indicating a trade-off between topic coherence and model complexity.",1705.09296v2-Table1-1.png,"Table 1: Performance of our various models in an unsupervised setting (i.e., without labels or covariates) on the IMDB dataset using a 5,000-word vocabulary and 50 topics. The supplementary materials contain additional results for 20 newsgroups and Yahoo answers.",The Bijective model performs the best on the STS16 task with unsupervised training.
1705.09296v2,Which topic has the highest internal coherence value?,"The topic with the highest internal coherence value is ""turks armenian armenia turkish roads escape soviet muslim mountain soul"".",1705.09296v2-Table6-1.png,"Topics from the unsupervised SCHOLAR on the 20 newsgroups dataset, and the corresponding internal coherence values.","""english language city spanish community"""
1705.09296v2,"Which model performed best on the IMDB dataset for classifying documents with categorical labels, and how much better did it perform compared to the SLDA model?","Both the SCHOLAR (covariates) and Logistic Regression models achieved the highest accuracy of 0.87 on the IMDB dataset. This represents a 0.23 improvement over the SLDA model, which achieved an accuracy of 0.64.",1705.09296v2-Table2-1.png,Table 2: Accuracy of various models on three datasets with categorical labels.,"For binary classification on the Rest15 dataset, M-CAN-2$R_o$ achieved the highest performance with an accuracy of 82.14% and Macro-F1 of 81.58%. In comparison, the best performing model for 3-way classification on Rest15 was M-CAN-2$R_s$, achieving an accuracy of 78.22% and Macro-F1 of 55.80%. This indicates that M-CAN-2$R_o$ performed better in both accuracy and Macro-F1 for binary classification compared to the best model for 3-way classification on the same dataset."
1705.09296v2,Which topic is most likely to be associated with a pro-immigration stance?,"""english language city spanish community""",1705.09296v2-Figure2-1.png,"Figure 2: Topics inferred by a joint model of words and tone, and the corresponding probability of proimmigration tone for each topic. A topic is represented by the top words sorted by word probability throughout the paper.","The topic with the highest internal coherence value is ""turks armenian armenia turkish roads escape soviet muslim mountain soul""."
1705.09296v2,How does the model capture different perspectives on immigration when considering tone as a covariate?,"The model captures different perspectives on immigration by highlighting contrasting words associated with the same topic, depending on whether the tone is anti-immigration or pro-immigration.",1705.09296v2-Table3-1.png,"Table 3: Top words for topics (left) and the corresponding anti-immigration (middle) and pro-immigration (right) variations when treating tone as a covariate, with interactions.","""english language city spanish community"""
1805.01216v3,Which task-oriented dialog system performs the best when the percentage of unseen information in the KB is high?,BoSsNet,1805.01216v3-Figure1-1.png,Figure 1: Performance of various task-oriented dialog systems on the CamRest dataset as the percentage of unseen information in the KB changes.,"The proposed system model (BOSSNET) performs best on both tasks T3 and T3-OOV in terms of per-dialog accuracy. However, its performance is significantly higher on the T3-OOV test set (95.7%) compared to the non-OOV T3 test set (95.2%)."
1805.01216v3,Why did Seq2Seq and Mem2Seq models perform poorly when the percentage of unseen entities in the knowledge base (KB) increased?,"Seq2Seq and Mem2Seq models performed poorly because they struggled to capture the semantic representations of unseen entities. This means they couldn't understand the meaning and relationships of new restaurants introduced in the KB. As a result, they were unable to accurately identify the correct restaurant and provide its address when faced with unseen entities.",1805.01216v3-Table4-1.png,Table 4: Example from bAbI Task 5 KA test set with 100% OOV entities. Identifying the address of an unseen restaurant is challenging for all models.,"While BOSSNET has a lower BLEU score than Mem2Seq on SMD, it achieves the highest Entity F1 score on that dataset. This suggests that BOSSNET is better at capturing and including the relevant entities in its responses, even though it may not have as much lexical overlap with the gold responses as Mem2Seq."
1805.01216v3,Which model achieved the highest combined score for informativeness and grammatical correctness on the CamRest dataset?,The BOSSNET model achieved the highest combined score for informativeness and grammatical correctness on the CamRest dataset.,1805.01216v3-Table3-1.png,Table 3: AMT Evaluations on CamRest and SMD,SkipThought
1805.01216v3,"Can you explain why the BOSSNET with multi-hop encoder performs better on bAbI tasks 3 and 5 compared to the 1-hop encoder, and how this relates to the tasks themselves?","The multi-hop encoder performs better on bAbI tasks 3 and 5 because these tasks specifically require inferencing over multiple KB tuples. In other words, the model needs to ""hop"" between different pieces of information in the knowledge base to make the correct inferences and recommendations.

Task 3 involves sorting restaurants by rating, and task 5 requires recommending a restaurant based on user preferences. Both tasks necessitate the model to consider various restaurant attributes and their relationships, which the multi-hop encoder facilitates by capturing longer-range dependencies within the knowledge base.",1805.01216v3-Table14-1.png,Table 14: Ablation study: impact of hops in BOSSNET encoder,"While BOSSNET has a lower BLEU score than Mem2Seq on SMD, it achieves the highest Entity F1 score on that dataset. This suggests that BOSSNET is better at capturing and including the relevant entities in its responses, even though it may not have as much lexical overlap with the gold responses as Mem2Seq."
1805.01216v3,How does the encoder understand the last user utterance?,The encoder understands the last user utterance by using the memory cell representations of the dialog history and KB tuples.,1805.01216v3-Figure2-1.png,Figure 2: The dialog history and KB tuples stored in the memory have memory cell representations and token representations. The encoder understands the last user utterance using only the memory cell representations. The decoder generates the next response using both representations.,"The second encoding stage involves three steps: down-sampling, soft edge detection, and spatio-temporal edge map compression."
1805.01216v3,"Which model performs best on tasks T3 and T3-OOV in terms of per-dialog accuracy, and how does its performance differ between the two test sets?","The proposed system model (BOSSNET) performs best on both tasks T3 and T3-OOV in terms of per-dialog accuracy. However, its performance is significantly higher on the T3-OOV test set (95.7%) compared to the non-OOV T3 test set (95.2%).",1805.01216v3-Table1-1.png,Table 1: Per-response and per-dialog accuracies (in brackets) on bAbI dialog tasks of BOSSNET and baselines .,BoSsNet
1805.01216v3,"Why might the authors claim that although BOSSNET achieves a lower BLEU score than Mem2Seq on the SMD dataset, it still performs better in conveying necessary entity information?","While BOSSNET has a lower BLEU score than Mem2Seq on SMD, it achieves the highest Entity F1 score on that dataset. This suggests that BOSSNET is better at capturing and including the relevant entities in its responses, even though it may not have as much lexical overlap with the gold responses as Mem2Seq.",1805.01216v3-Table2-1.png,Table 2: Performance of BOSSNET and baselines on the CamRest and SMD datasets,"Seq2Seq and Mem2Seq models performed poorly because they struggled to capture the semantic representations of unseen entities. This means they couldn't understand the meaning and relationships of new restaurants introduced in the KB. As a result, they were unable to accurately identify the correct restaurant and provide its address when faced with unseen entities."
1805.01216v3,Which model performs the best in terms of Entity F1 score when the percentage of unseen entities in the response is low?,BoSsNet,1805.01216v3-Figure5-1.png,CamRest: Entity F1 comparison on KA sets Figure 6: SMD: Entity F1 comparison on KA sets,BoSsNet
1805.01216v3," 

What is the difference between the original and pre-processed SMD Navigate data? "," 

The pre-processed SMD Navigate data combines all the properties (such as distance, address) of a point of interest (POI) into a single subject with the object being ""poi"". The original data had separate entries for each property. ",1805.01216v3-Figure9-1.png,Figure 9: Pre-processing of SMD Navigate data used in Mem2Seq paper,"The DataPreprocessing function performs Yao Sharing, which is a cryptographic technique for securely sharing data between multiple parties."
1805.01216v3,Which model performs best when the percentage of unseen entities in the response is low?,BoSsNet,1805.01216v3-Figure3-1.png,bAbI Task 1: Per-response accuracy comparison on KA sets,BoSsNet
1805.01216v3,Which task required the highest learning rate and how does this compare to the learning rate used for CamRest?,"Task T1 and T2 required the highest learning rate of 0.001. This is twice the learning rate used for CamRest, which was trained with a learning rate of 0.0005.",1805.01216v3-Table9-1.png,Table 9: The hyperparameters used to train BOSSNET on the different datasets .,"The representation task takes an appearance as input and outputs an RGB value, while the learning-to-learn task takes an image as input and outputs a DAM representation."
1805.01216v3,What is the difference between the attention weights in the two-level attention model and the one-level attention model?," The two-level attention model has higher attention weights on the relevant information in the memory, while the one-level attention model has more uniform attention weights.",1805.01216v3-Figure7-1.png,Figure 7: Visualization of attention weights on selected portions of memory in (a) BOSSNET with two-level attention vs (b) BOSSNET with one-level attention,The Joint Attention Module takes the embedded image and phrase features as input and uses them to induce a parameterization for spatial attention. This spatial attention map is then used by the decoder to predict the common concept.
1804.05938v2,"Which correction method resulted in the best performance in terms of nDCG@10 and ERR@10, and how does it compare to not using any correction method?","The DNN trained with DLA achieved the best performance in terms of both nDCG@10 (0.421) and ERR@10 (0.582). Compared to not using any correction method (NoCorrect), DLA shows a significant improvement in both metrics, with nDCG@10 being higher by 0.063 and ERR@10 being higher by 0.082.",1804.05938v2-Table4-1.png,Table 4: Comparison of DNN trained with DLA and relevance signals extracted by click models. Significant improvements or degradations with respect to DLA are indicated with +/−.,UnCoRd-VG-E
1804.05938v2,Which method performs better in terms of mean square error?,DLA performs better than RandList in terms of mean square error.,1804.05938v2-Figure2-1.png,The MSE between the true click propensity and those estimated by DLA and RandList with respect to η.,The proposed method.
1804.05938v2,"Explain the difference between the features ""TF-IDF"" and ""BM25"".","Both TF-IDF and BM25 are features used to estimate the relevance of a document to a query. However, they differ in their underlying calculations.

TF-IDF: This feature represents the average product of term frequency (TF) and inverse document frequency (IDF) for each query term within different document sections (URL, title, content, and whole document). TF measures how often a term appears in a specific document section, while IDF measures how important that term is across the entire document collection.

BM25: This feature utilizes the BM25 ranking function, which is a probabilistic model that considers term frequency, document length, and average document length to estimate relevance. While it also considers term frequency like TF-IDF, it incorporates additional factors to improve the weighting scheme.",1804.05938v2-Table2-1.png,Table 2: A summary of the ranking features extracted for our real-world experiments.,"While BOSSNET has a lower BLEU score than Mem2Seq on SMD, it achieves the highest Entity F1 score on that dataset. This suggests that BOSSNET is better at capturing and including the relevant entities in its responses, even though it may not have as much lexical overlap with the gold responses as Mem2Seq."
1705.09882v2,"Which method achieves the highest Top-1 Accuracy for multi-shot person re-identification on the BIWI dataset, and how does it compare to the best single-shot method on the same dataset?","The proposed method with RTA attention achieves the highest Top-1 Accuracy for multi-shot person re-identification on the BIWI dataset with a score of 50.0%. This is significantly higher than the best single-shot method on the same dataset, which is our method (CNN) with a score of 25.4%.",1705.09882v2-Table1-1.png,"Table 1. Single-shot and multi-shot person re-identification performance on the test set of DPI-T, BIWI and IIT PAVIS. Dashes indicate that no published result is available",TFBA
1705.09882v2,How does the proposed split-rate RGB-to-Depth transfer scheme differ from the R3D [90] method of Yosinski et al.?,"The proposed split-rate RGB-to-Depth transfer scheme differs from the R3D [90] method in two ways. First, the proposed method uses a different learning rate for the bottom three layers of the network. Second, the proposed method uses a different initialization for the weights of the bottom three layers of the network.",1705.09882v2-Figure4-1.png,"Fig. 4. Our split-rate RGB-to-Depth transfer compared with Yosinski et al. [90]. At the top, the two models are trained from scratch with RGB and Depth data. Next we show the “R3D” instances (i.e. the bottom 3 layers’ weights from RGB remain frozen or slowly changing) for both methods, following the notation of [90]. The color of each layer refers to the initialization and the number below is the relative learning rate (the best performing one in bold). The key differences are summarized in the text.",The proposed RGB-to-Depth transfer performs slightly better than Yosinski et al. [90] in terms of top-1 accuracy on DPI-T when all layers are fine-tuned.
1705.09882v2,What is the difference between the grayscale depth representation and the result after background subtraction?," The grayscale depth representation shows the depth of each pixel in the image, with darker pixels representing closer objects and lighter pixels representing further objects. The result after background subtraction shows only the foreground object, with the background removed.",1705.09882v2-Figure2-1.png,"The cropped color image (left), the grayscale depth representation Dg p (center) and the result after background subtraction (right) using the body index information Bp from skeleton tracking.","The proposed split-rate RGB-to-Depth transfer scheme differs from the R3D [90] method in two ways. First, the proposed method uses a different learning rate for the bottom three layers of the network. Second, the proposed method uses a different initialization for the weights of the bottom three layers of the network."
1705.09882v2,Which modality achieved the highest top-1 accuracy in the multi-shot evaluation on TUM-GAID?,Body Depth & Head RGB (ms: LSTM & RTA),1705.09882v2-Table2-1.png,"Top-1 re-identification accuracy (top-1, %) and normalized Area Under the Curve (nAUC, %) on TUM-GAID in newclothes scenario with single-shot (ss) and multi-shot (ms) evaluation",PC-DenseNet-161
1705.09882v2,What is the relationship between the Bernoulli parameter and the image?,"The Bernoulli parameter is a measure of the probability of a pixel being foreground or background. The higher the Bernoulli parameter, the more likely the pixel is to be foreground. This is reflected in the images, where the pixels with higher Bernoulli parameters are more likely to be part of the person's silhouette.",1705.09882v2-Figure6-1.png,Example sequence with the predicted Bernoulli parameter printed.,"The presence of noise in the input image can degrade the quality of the generated images, but the proposed algorithm is still able to generate realistic images even with a certain amount of noise."
1705.09882v2,Which part of the model is responsible for deciding which frames are most important for the re-identification task?,The Reinforced Temporal Attention (RTA) unit.,1705.09882v2-Figure3-1.png,"Fig. 3. Our model architecture consists of a frame-level feature embedding fCNN , which provides input to both a recurrent layer fLSTM and the Reinforced Temporal Attention (RTA) unit fw (highlighted in red). The classifier is attached to the hidden state ht and its video prediction is the weighted sum of single-frame predictions, where the weights wt for each frame t are predicted by the RTA unit.","The predicted frame is generated by the prediction model, while the reconstructed frame is generated by the autoencoder. The predicted frame is typically more accurate than the reconstructed frame, as the prediction model is trained to predict the future state of the environment, while the autoencoder is only trained to reconstruct the input image."
1705.09882v2,How does the performance of our RGB-to-Depth transfer compare to Yosinski et al. [90] in terms of top-1 accuracy on DPI-T when all layers are fine-tuned?,The proposed RGB-to-Depth transfer performs slightly better than Yosinski et al. [90] in terms of top-1 accuracy on DPI-T when all layers are fine-tuned.,1705.09882v2-Figure5-1.png,Comparison of our RGB-to-Depth transfer with Yosinski et al. [90] in terms of top-1 accuracy on DPI-T. In this ablation study the x axis represents the number of layers whose weights are frozen (left) or fine-tuned (right) starting from the bottom.,"The proposed split-rate RGB-to-Depth transfer scheme differs from the R3D [90] method in two ways. First, the proposed method uses a different learning rate for the bottom three layers of the network. Second, the proposed method uses a different initialization for the weights of the bottom three layers of the network."
1705.09882v2,"What is the difference between the filter responses from the “conv1”, “conv2” and “conv3” layers for a given frame from the TUM GAID data using a framework for person re-identification from RGB and the feature embedding fCNN of a framework that utilizes depth data?","The filter responses from the “conv1”, “conv2” and “conv3” layers for a given frame from the TUM GAID data using a framework for person re-identification from RGB are more detailed and contain more information than the filter responses from the fCNN of a framework that utilizes depth data. This is because RGB images contain more information than depth images.",1705.09882v2-Figure1-1.png,"Filter responses from “conv1” (upper right), “conv2” (bottom left) and “conv3” (bottom right) layers for a given frame from the TUM GAID data using (a) a framework for person re-identification from RGB [82] and (b) the feature embedding fCNN of our framework, which is drawn in Fig. 3 and exclusively utilizes depth data.",Body Depth & Head RGB (ms: LSTM & RTA)
1811.08481v2,Which method has the highest overall accuracy for answering questions about images on the 100 questions sampled from VQA v2 dataset?,UnCoRd-VG-E,1811.08481v2-Table8-1.png,Answering accuracy for 100 questions sampled from VQA v2 dataset (on terms with visual estimators in UnCoRd).,"The model that performs best on VQAv2-2017 val when considering all three sources of information is MLP-IQA. It achieves an accuracy of 61.1% on the \IU+\QU -decoys metric, significantly outperforming the model that only uses answers (MLP-A) which achieves only 27.7% on the same metric. This demonstrates the importance of incorporating all available information for accurate prediction."
1811.08481v2,Explain how the answering procedure works.,"The answering procedure follows the question graph, searching for a valid assignment in the image. At each step, the handled node is set and objects (extracted using Mask R-CNN) are examined according to the node’s requirements (utilizing corresponding visual estimators). If successful, a new node is set (according to a DFS traversal) and the function is called again to handle the unassigned subgraph.",1811.08481v2-Figure2-1.png,"A schematic illustration of our method. The first stage (1) maps the question into a graph representation using a sequence-tosequence LSTM based model. At the second stage (2), the recursive answering procedure follows the graph, searching for a valid assignment in the image. At each step, the handled node is set and objects (extracted using mask R-CNN) are examined according to the node’s requirements (utilizing corresponding visual estimators). If succeeded, a new node is set (according to a DFS traversal) and the function is called again to handle the unassigned subgraph. The Example illustrates the flow: ’check node (a)’ → ’relation success’ → ’check node (b)’ → answer.",The AdaQA model generates context-aware filters through the filter generation module. This module takes the question and answer as input and outputs a set of filters that are specific to the question and answer pair.
1811.08481v2,Which method has the highest overall accuracy?,UnCoRd-VG-E,1811.08481v2-Table7-1.png,"Answering accuracy for 100 questions outside the VQA v2 domain (including quantifiers, comparisons, multiple relation chains and multiple relations and properties) on COCO images.",UnCoRd-None-B.
1811.08481v2,What is the effect of training on more diverse data on the accuracy of graph representation for VQA?,Training on more diverse data improves the accuracy of graph representation for VQA.,1811.08481v2-Table4-1.png,"Accuracy of graph representation for VQA [8] sample, given for the different UnCoRd mappers. As expected, training on more diverse data allows better generalization across domains.","MLP-IQA achieves the highest overall accuracy (46.5%) among the machine learning methods tested on VQA-2014val. However, this performance still falls short of human performance, which reaches an accuracy of 85.5% on the same dataset."
1811.08481v2,Which estimator achieves the highest accuracy on the CLEVR validation set?,Size estimator.,1811.08481v2-Table1-1.png,CLEVR estimators results on CLEVR validation set,UnCoRd-None-B.
1811.08481v2,Which method achieves the highest overall accuracy on the validation set?,UnCoRd-None-B.,1811.08481v2-Table2-1.png,CLEVR QA accuracy for state-of-the-art methods,UnCoRd-VG-E
1705.09966v2,What is the role of the auxiliary discriminator $D_{X_{\textit{aux}}}$ in the Conditional CycleGAN for identity-guided face generation?," The auxiliary discriminator $D_{X_{\textit{aux}}}$ helps to enforce the identity constraint in the generated image. It takes the generated image or the ground truth image as input and outputs a feature embedding. This embedding is then used to compute the identity loss, which encourages the generated image to have the same identity as the input image.",1705.09966v2-Figure3-1.png,"Fig. 3. Our Conditional CycleGAN for identity-guided face generation. Different from attribute-guided face generation, we incorporate a face verification network as both the source of conditional vector z and the proposed identity loss in an auxiliary discriminator DXaux . The network DXaux is pretrained. Note the discriminators DX and DY are not shown for simplicity.",The low-resolution input provides an overall shape constraint for the generated high-resolution image. The head pose and facial expression of the generated high-res images adopt those in the low-res inputs.
1705.09966v2,How does the proposed method compare to the method in~\cite{kim2017learning}?,The proposed method produces more realistic and natural-looking images than the method in~\cite{kim2017learning}.,1705.09966v2-Figure8-1.png,"Fig. 8. Comparison results with [9]. Four source images are shown in top row. Images with blue and red bounding boxes indicates transferred results by [9] and results by our method, respectively.",The proposed method appears to be more accurate than the baseline method. The depth maps generated by the proposed method are more detailed and realistic than those generated by the baseline method.
1705.09966v2,"Which of the methods among Conditional GAN, Unsupervised GAN and Consitional CycleGAN would you expect to produce images that are most visually similar to the real images in the CelebA dataset?",The Conditional CycleGAN method is expected to produce images most visually similar to the real images.,1705.09966v2-Table1-1.png,Table 1. SSIM on CelebA test sets.,The proposed method is able to generate images with different hair colors more accurately than icGAN.
1705.09966v2,How does the proposed attribute-guided face generation method compare to conventional face super-resolution methods in terms of identity preservation?,"The proposed attribute-guided face generation method preserves the identity of the person in the high-resolution result, while conventional face super-resolution methods do not necessarily guarantee this.",1705.09966v2-Figure1-1.png,"Fig. 1. Identity-guided face generation. Top: identity-preserving face super-resolution where (a) is the identity image; (b) input photo; (c) image crop from (b) in low resolution; (d) our generated high-res result; (e) ground truth image. Bottom: face transfer, where (f) is the identity image; (g) input low-res image of another person provides overall shape constraint; (h) our generated high-res result where the man’s identity is transferred. To produce the low-res input (g) we down-sample from (i), which is a woman’s face.",The low-resolution input provides an overall shape constraint for the generated high-resolution image. The head pose and facial expression of the generated high-res images adopt those in the low-res inputs.
1705.09966v2,What role does the low-resolution input play in the identity-guided face generation process?,The low-resolution input provides an overall shape constraint for the generated high-resolution image. The head pose and facial expression of the generated high-res images adopt those in the low-res inputs.,1705.09966v2-Figure9-1.png,"Fig. 9. Identity-guided face generation results on low-res input and high-res identity of the same person, i.e., identity-preserving face superresolution. (a) low-res inputs; (b) input identity of the same person; (c) our high-res face outputs (red boxes) from (a); (d) the high-res ground truth of (a).","The proposed attribute-guided face generation method preserves the identity of the person in the high-resolution result, while conventional face super-resolution methods do not necessarily guarantee this."
1705.09966v2,What happens when there is a conflict between the low-res image and the feature vector?,The generated high-res digit follows the given class label.,1705.09966v2-Figure4-1.png,"Fig. 4. From the low-res digit images (a), we can generate high-res digit images (b) to (k) subject to the conditional constrain from the digit class label in the first row.",The input patches are used to generate the images. The generator network takes the input patches as input and generates new images that are similar to the input patches.
1705.09966v2,What is the difference between the input and output of the frontal face generation process?,The input is a low-resolution frontal face image and a high-resolution side-face image. The output is a high-resolution frontal face image.,1705.09966v2-Figure13-1.png,"Fig. 13. Frontal face generation. Given a low-res template (a), our method can generate corresponding frontal faces from different side faces, e.g., (b) to (c), (d) to (e).",The low-resolution input provides an overall shape constraint for the generated high-resolution image. The head pose and facial expression of the generated high-res images adopt those in the low-res inputs.
1705.09966v2,How does the proposed method preserve facial details and expression during face swapping?,"The proposed method utilizes Light-CNN as both the source of the identity features and face verification loss. This allows the method to transfer the appearance of eyes, eyebrows, hairs, etc., while keeping other factors intact, e.g., head pose, shape of face, and facial expression.",1705.09966v2-Figure11-1.png,"Fig. 11. Face swapping results within the high-res domain. (a)(c) are inputs of two different persons; (b)(d) their face swapping results. The black arrows indicate the guidance of identity, i.e. (d) is transformed from (c) under the identity constraint of (a). Similarly, (b) is transformed from (a) under the identity of (c). Note how our method transforms the identity by altering the appearance of eyes, eyebrows, hairs etc, while keeping other factors intact, e.g., head pose, shape of face and facial expression.","The proposed attribute-guided face generation method preserves the identity of the person in the high-resolution result, while conventional face super-resolution methods do not necessarily guarantee this."
1705.09966v2,How does the proposed method compare to icGAN in terms of generating images with different hair colors?,The proposed method is able to generate images with different hair colors more accurately than icGAN.,1705.09966v2-Figure7-1.png,"Fig. 7. Comparison with [13] by swapping facial attributes. Four paired examples are shown. Generally, our method can generate much better images compared to [13].",The Conditional CycleGAN method is expected to produce images most visually similar to the real images.
1705.09966v2,What is the role of the attribute vector $z$ in the Conditional CycleGAN network?,The attribute vector $z$ provides additional information about the desired attributes of the generated high-resolution face image $\hat{X}$. This information is used by the generator networks $G_{X \to Y}$ and $G_{Y \to X}$ to generate images that are more consistent with the desired attributes.,1705.09966v2-Figure2-1.png,"Fig. 2. Our Conditional CycleGAN for attribute-guided face generation. In contrast to the original CycleGAN, we embed an additional attribute vector z (e.g., blonde hair) which is associated with the input attribute image X to train a generator GY→X as well as the original GX→Y to generate high-res face image X̂ given the low-res input Y and the attribute vector z. Note the discriminators DX and DY are not shown for simplicity."," The auxiliary discriminator $D_{X_{\textit{aux}}}$ helps to enforce the identity constraint in the generated image. It takes the generated image or the ground truth image as input and outputs a feature embedding. This embedding is then used to compute the identity loss, which encourages the generated image to have the same identity as the input image."
1805.02349v2,Which algorithm has the fastest runtime?,The algorithm proposed in this paper has the fastest runtime.,1805.02349v2-Figure1-1.png,"A comparison of algorithms for recovery of the permutation in the correlated Erdös-Rényi model, when (G0,G1, π) ∼ Dstruct(n, p;γ).","Algorithm 12(SCDM with Geman-McLure) achieves the fastest processing time per frame at 0.103 seconds. This is approximately 100 times faster than the slowest algorithm, TTD_3WD, which takes 10.343 seconds per frame."
1811.09393v4,Which method has the highest T-Diff on average for the Vid4 dataset?,TecoGAN.,1811.09393v4-Figure15-1.png,Bar graphs of temporal metrics for Vid4.,DUF
1811.09393v4,Which GAN model is able to generate the most realistic blinking motions?,TecoGAN,1811.09393v4-Figure8-1.png,"When learning a mapping between Trump and Obama, the CycleGAN model gives good spatial features but collapses to essentially static outputs of Obama. It manages to transfer facial expressions back to Trump using tiny differences encoded in its Obama outputs, without understanding the cycle-consistency between the two domains. Being able to establish the correct temporal cycle-consistency between domains, ours, RecycleGAN and STC-V2V can generate correct blinking motions, shown in Sec. 4.7 of the supplemental web-page. Our model outperforms the latter two in terms of coherent detail that is generated. Obama and Trump video courtesy of the White House (public domain).",The Conditional CycleGAN method is expected to produce images most visually similar to the real images.
1811.09393v4,Which of the VSR models in the figure achieves the best balance of spatial detail and temporal coherence?,TecoGAN,1811.09393v4-Figure14-1.png,"Visual summary of VSR models. a) LPIPS (x-axis) measures spatial detail and temporal coherence is measured by tLP (y-axis) and tOF (bubble size with smaller as better). b) The red-dashed-box region of a), containing our ablated models. c) The network sizes.",The ESMM model performs the best overall on both the CVR and CTCVR tasks.
